vse_id,name,zip_code,city
100000,Alpiq AG,4601,Olten
100010,Technische Betriebe Glarus,8750,Glarus
100020,eug Elektra Untergäu,4616,Kappel
100030,Elektra Widen Betriebs AG,8967,Widen
100040,"Gemeinde Männedorf, Energieversorgung",8708,Männedorf
100050,IB Langenthal AG,4900,Langenthal
100060,Regionalwerke AG Baden,5401,Baden
100070,Technische Betriebe Würenlos,5436,Würenlos
100080,Gemeindewerke Galgenen,8854,Galgenen
100090,die werke versorgung wallisellen ag,8304,Wallisellen
100100,Elektrizitätswerk Rümlang Genossenschaft,8153,Rümlang
100110,Technische Werke Eschlikon,8360,Eschlikon TG
100120,Technische Betriebe Glarus Nord,8752,Näfels
100130,Elektrizitätsversorgung Muhen,5037,Muhen
100140,Gemeindewerke Villmergen,5612,Villmergen
100150,Aziende Municipalizzate Stabio - AMS,6855,Stabio
100160,tbgs - Technische Betriebe Glarus Süd,8762,Schwanden
100170,Verband Schweizerischer Elektrizitätsunternehmen VSE,5000,Aarau
100180,MFEnergie,8877,Murg
100190,AET Azienda Elettrica Ticinese,6513,Monte Carasso
100200,Elektrizitätsversorgung Lotzwil,4932,Lotzwil
100210,EW Höfe AG,8807,Freienbach
100220,Gemeindewerke Fällanden,8117,Fällanden
100230,Azienda Multiservizi Bellinzona (AMB),6500,Bellinzona
100240,VO Energies Distribution SA,1350,Orbe
100250,Elektrizitätswerk Ermatingen,8272,Ermatingen
100260,Technische Betriebe der Gemeinde Sulgen,8583,Sulgen
100270,Forces Motrices de l'Avançon SA,1880,Bex
100280,EW Jaun Energie AG,1656,Jaun
100290,Société Electrique Intercommunale de la Côte SA (SEIC),1196,Gland
100300,Technische Betriebe Flawil,9230,Flawil
100310,EWA-energieUri AG,6460,Altdorf
100320,Technische Betriebe Rorschach,9400,Rorschach
100330,Elektrizitäts- und Wasserwerk Sevelen,9475,Sevelen
100340,Technische Betriebe Waldkirch,9205,Waldkirch
100350,Technische Betriebe Glarus Nord,8752,Näfels
100360,CKW AG,6015,Luzern
100370,Werke Wangen-Brüttisellen,8306,Brüttisellen
100380,Kantonales Elektrizitätswerk Nidwalden,6371,Stans
100390,Gemeindewerke Schübelbach,8862,Schübelbach
100400,rwt Regionalwerk Toggenburg AG,9602,Bazenheid
100410,Romande Energie SA,1110,Morges
100420,Société anonyme d'Electricité d'Ardon,1957,Ardon
100430,Technische Gemeindebetriebe TGB,9220,Bischofszell
100440,Service de l'Electricité SEB,1030,Bussigny
100450,Martin Zeller AG Flums,8890,Flums
100460,Wasser- & Elektrizitätswerk Steinhausen,6312,Steinhausen
100470,Arbon Energie AG,9320,Arbon
100480,energia alpina,7188,Sedrun
100490,EBL (Genossenschaft Elektra Baselland),4410,Liestal
100500,Energie Uster AG,8610,Uster
100510,Elektrizitätsversorgung Mörschwil,9402,Mörschwil
100520,Gemeindebetriebe Aarwangen,4912,Aarwangen
100530,EKT Energie AG,9320,Arbon
100540,SWL Energie AG,5600,Lenzburg
100550,Rabiosa Energie,7075,Churwalden
100560,Elektrizitätsversorgung Würenlingen,5303,Würenlingen
100570,Elektra Zihlschlacht Riet,8588,Zihlschlacht
100580,Elektra Haeuslenen,8522,Häuslenen
100590,Elektra Unterlunkhofen,8918,Unterlunkhofen
100600,Technische Gemeindebetriebe Hauptwil-Gottshaus,9213,Hauptwil
100610,NetZulg AG,3612,Steffisburg
100620,Technische Betriebe Altstätten,9450,Altstätten
100630,Groupe E SA,1763,Granges-Paccot
100640,Groupe E SA,2035,Corcelles NE
100650,Elektra Walzenhausen,9428,Walzenhausen
100660,Services Industriels de Nyon,1260,Nyon
100670,EW GOMS Energie AG,3995,Ernen
100680,AG Kraftwerk Wägital,8854,Siebnen
100690,Energie Service Biel / Bienne,2500,Biel/Bienne
100700,St. Moritz Energie,7500,St. Moritz
100710,EW Aadorf,8355,Aadorf
100720,Regio Energie Solothurn,4502,Solothurn
100730,Technische Betriebe Glarus Nord,8752,Näfels
100740,Kraftwerke Frisal AG,5400,Baden
100750,Elektra Genossenschaft Rietheim,5415,Nussbaumen AG
100760,Elektra-Korporation Wolfhalden EKW,9427,Wolfhalden
100770,Elektrizitäts & Wasserwerk Mels,8887,Mels
100780,Mueve Biel-Seeland AG,2503,Biel/Bienne
100790,Elektrizitätswerk Azmoos,9478,Azmoos
100800,Elektrizitätswerk Uznach AG,8730,Uznach
100810,Technische Betriebe Glarus,8750,Glarus
100820,Yverdon-les-bains Energies,1401,Yverdon-les-Bains
100830,Primeo Energie AG,4142,Münchenstein
100840,Elektrizitäts- und Wasserwerk der Stadt Buchs,9470,Buchs
100850,Services Industriels Lausanne,1002,Lausanne
100860,Elektrizitätswerk Embrach,8424,Embrach
100870,EnBAG AG,3900,Brig
100880,St. Gallisch-Appenzellische Kraftwerke AG,9000,St. Gallen
100890,Elektrizitätsgenossenschaft Marthalen,8460,Marthalen
100900,Kraftwerke Oberhasli AG (KWO),3862,Innertkirchen
100910,BKW Energie AG,3013,Bern
100920,Gemeindebetriebe Wilderswil,3812,Wilderswil
100930,Elektrizitätswerk Vaz/Obervaz,7078,Lenzerheide
100940,Dorfkorporation Mosnang,9607,Mosnang
100950,CIMO Compagnie Industrielle de Monthey SA,1870,Monthey
100960,Services industriels de Lutry,1095,Lutry
100970,rwt Regionalwerk Toggenburg AG,9602,Bazenheid
100980,Elektrizitätswerk Schindellegi,8835,Feusisberg
100990,Flims Trin Energie AG,7017,Flims Dorf
101000,ewz Elektrizitätswerk der Stadt Zürich,8050,Zürich
101010,EWS Energie AG,5734,Reinach
101020,Bas-Valais Energie SA,1110,Morges
101030,Energie Freiamt AG,5630,Muri
101040,Elektrizitätswerk der Politischen Gemeinde Tägerwilen,8274,Tägerwilen
101050,Genossenschaft Elektra Äusseres Wasseramt EAW,4554,Etziken
101060,Elektra Hermetschwil-Staffeln,5626,Hermetschwil
101070,Axpo Grid AG,5401,Baden
101080,Elektrizitätswerk der Gemeinde Reichenburg,8864,Reichenburg
101090,Aziende Industriali di Lugano (AIL) SA,6933,Muzzano
101100,Energie Seeland AG,3250,Lyss
101110,Romande Energie SA,1110,Morges
101120,Elektrizitätsgenossenschaft Bubikon,8608,Bubikon
101130,EW Rothrist AG,4852,Rothrist
101140,EWS AG,6438,Ibach
101150,Azienda Elettrica Comunale,6612,Ascona
101160,AEW Energie AG,5000,Aarau
101170,AEW Energie AG,5000,Aarau
101180,EWD Elektrizitätswerk Davos AG,7270,Davos Platz
101190,Verband Schweizerischer Elektrizitätsunternehmen VSE,5000,Aarau
101200,Aare Versorgungs AG (AVAG),4600,Olten
101210,Repower,7742,Poschiavo
101220,Repower,7742,Poschiavo
101230,Repower,7742,Poschiavo
101240,Glattwerk AG,8600,Dübendorf
101250,Energie Wasser Bern,3001,Bern
101260,Elektrizitätsversorgung Niederbipp,4704,Niederbipp
101270,OIKEN,1951,Sion
101280,Energie- und Wasserversorgung Appenzell,9050,Appenzell
101290,EW Wald AG,8636,Wald
101300,Regio Energie Amriswil (REA),8580,Amriswil
101310,Technische Betriebe Glarus Nord,8752,Näfels
101320,Stadtwerke Gossau,9200,Gossau
101330,Energieversorgung Pieterlen,2542,Pieterlen
101340,Elektra Fischingen,8376,Fischingen
101350,Elektrizitätsgenossenschaft Mühlau,5642,Mühlau
101360,Energie Versorgung Riggisberg AG,3132,Riggisberg
101370,Elektra Beinwil,5637,Beinwil (Freiamt)
101380,Elektra Genossenschaft Auw,5644,Auw
101390,Eli10 S.A.,2022,Bevaix
101400,Monthey Energies SA,1870,Monthey
101410,Services Techniques de la Municipalité de St-Imier,2610,St-Imier
101420,Ville de Pully,1009,Pully
101430,OIKEN,1951,Sion
101440,Versorgungswerke Melchnau,4917,Melchnau
101450,Dorfkorporation Bronschhofen,9552,Bronschhofen
101460,Axpo Hydro Surselva AG,5401,Baden
101470,Kraftwerk Reichenau AG c/o Axpo AG,5401,Baden
101480,EDSR Energiedienste Staldenried AG,3933,Staldenried
101490,Elektrizitätsversorgung Diessenhofen,8253,Diessenhofen
101500,ewl energie wasser luzern,6005,Luzern
101510,Energie Hunzenschwil AG,5502,Hunzenschwil
101520,Städtische Betriebe Olten (sbo),4600,Olten
101530,Elektrizitätswerke des Kantons Zürich - EKZ,8002,Zürich
101540,Technische Betriebe Glarus Nord,8752,Näfels
101550,Verband Schweizerischer Elektrizitätsunternehmen VSE,5000,Aarau
101560,Verband Schweizerischer Elektrizitätsunternehmen VSE,5000,Aarau
101570,Commune de Belmont-sur-Lausanne,1092,Belmont-sur-Lausanne
101580,Technische Betriebe St. Margrethen,9430,St. Margrethen SG
101590,Azienda Elettrica di Massagno SA,6900,Massagno
101600,Gruyère Energie SA,1630,Bulle
101610,TBS Strom AG,5034,Suhr
101620,EWL Genossenschaft,3822,Lauterbrunnen
101630,VO Energies Distribution SA,1350,Orbe
101640,Elektrizitätsversorgung Dintikon,5606,Dintikon
101650,Elektrizitäts- und Wasserversorgung Port,2562,Port
101660,StWZ Energie AG,4800,Zofingen
101670,IWB Industrielle Werke Basel,4002,Basel
101680,Rhiienergie AG,7015,Tamins
101690,Eli10 S.A.,2022,Bevaix
101700,Elektrizitätsversorgung Murgenthal,4853,Murgenthal
101710,Elektrizitätsversorgung Seedorf,3267,Seedorf BE
101720,St. Gallisch-Appenzellische Kraftwerke AG,9000,St. Gallen
101730,SBB AG - Geschäftsbereich Energie,3052,Zollikofen
101740,Technische Betriebe Glarus,8750,Glarus
101750,AGE SA,6830,Chiasso
101760,SN Energie AG,9000,St.Gallen
101770,EE-ENERGIA ENGIADINA,7550,Scuol
101780,Swissgrid AG,5000,Aarau
101790,Elektrizitätswerk Obwalden,6064,Kerns
101800,Elektrizitätsversorgung Madiswil,4934,Madiswil
101810,Elektra Andwil,9204,Andwil SG
101820,Regionale Technische Betriebe RTB,5103,Wildegg
101830,Elektra Mümliswil-Ramiswil,4717,Mümliswil
101840,Elektrizitätswerk der Gemeinde Scharans,7412,Scharans
101850,Gemeindebetriebe Roggwil (GBR),4914,Roggwil BE
101860,Stadtwerk Winterthur,8403,Winterthur
101870,EW Aadorf,8355,Aadorf
101880,GEBNET AG,4583,Aetigkofen
101890,BKW,4901,Langenthal
